image_file,image_index,true_label,model,predicted_label,correct,confidence,true_label_score,confidence_gap,top1,top2,top3,prob_Center,prob_Loc,prob_Edge_Ring,prob_Edge_Loc,prob_Scratch,prob_Random,prob_Donut,prob_Near_full
129_Scratch.png,129,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,0.9992,1.0,1.0
12_Center.png,12,Center,Best CNN + Aug,Edge-Loc,False,0.8679,0.0006,0.8673,Edge-Loc(0.868),Donut(0.056),Loc(0.020),0.0006,0.0201,0.0,0.8679,0.0,0.0159,0.0558,0.015
12_Center.png,12,Center,Best CNN,Edge-Loc,False,0.4925,0.0003,0.4922,Edge-Loc(0.492),Near-full(0.265),Donut(0.228),0.0003,0.0037,0.0,0.4925,0.0,0.0004,0.2277,0.2651
12_Center.png,12,Center,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_Center.png,12,Center,Seg → CLF,Center,True,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0
130_Scratch.png,130,Scratch,Best CNN + Aug,Edge-Loc,False,0.8829,0.0,0.8829,Edge-Loc(0.883),Donut(0.091),Near-full(0.014),0.0003,0.0076,0.0,0.8829,0.0,0.002,0.0909,0.0144
130_Scratch.png,130,Scratch,Best CNN,Edge-Loc,False,0.7467,0.0,0.7467,Edge-Loc(0.747),Donut(0.187),Near-full(0.054),0.0006,0.009,0.0,0.7467,0.0,0.0005,0.1868,0.0544
130_Scratch.png,130,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130_Scratch.png,130,Scratch,Seg → CLF,Center,False,1.0,0.9997,0.0003,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9997,0.9962,1.0,1.0
131_Scratch.png,131,Scratch,Best CNN + Aug,Edge-Loc,False,0.9217,0.0,0.9217,Edge-Loc(0.922),Donut(0.041),Loc(0.015),0.001,0.0145,0.0,0.9217,0.0,0.0133,0.0411,0.0041
131_Scratch.png,131,Scratch,Best CNN,Edge-Loc,False,0.9357,0.0,0.9357,Edge-Loc(0.936),Donut(0.062),Loc(0.001),0.0002,0.001,0.0,0.9357,0.0,0.0003,0.0621,0.0007
131_Scratch.png,131,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131_Scratch.png,131,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,0.9998,1.0,1.0
132_Scratch.png,132,Scratch,Best CNN + Aug,Edge-Loc,False,0.8602,0.0,0.8602,Edge-Loc(0.860),Donut(0.081),Loc(0.024),0.0011,0.0243,0.0,0.8602,0.0,0.0183,0.0809,0.0107
132_Scratch.png,132,Scratch,Best CNN,Edge-Loc,False,0.8821,0.0,0.8821,Edge-Loc(0.882),Donut(0.109),Near-full(0.006),0.0002,0.0011,0.0,0.8821,0.0,0.0001,0.1089,0.0065
132_Scratch.png,132,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132_Scratch.png,132,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133_Scratch.png,133,Scratch,Best CNN + Aug,Edge-Loc,False,0.9181,0.0,0.9181,Edge-Loc(0.918),Donut(0.042),Near-full(0.015),0.0005,0.0133,0.0,0.9181,0.0,0.0057,0.0422,0.0153
133_Scratch.png,133,Scratch,Best CNN,Edge-Loc,False,0.6948,0.0,0.6948,Edge-Loc(0.695),Donut(0.151),Near-full(0.144),0.0003,0.0096,0.0,0.6948,0.0,0.0002,0.1509,0.1437
133_Scratch.png,133,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133_Scratch.png,133,Scratch,Seg → CLF,Center,False,1.0,0.9979,0.0021,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9979,0.997,1.0,1.0
134_Scratch.png,134,Scratch,Best CNN + Aug,Edge-Loc,False,0.698,0.0,0.698,Edge-Loc(0.698),Donut(0.176),Near-full(0.071),0.0005,0.0482,0.0,0.698,0.0,0.0026,0.1762,0.0711
134_Scratch.png,134,Scratch,Best CNN,Edge-Loc,False,0.4899,0.0,0.4899,Edge-Loc(0.490),Donut(0.399),Near-full(0.107),0.0002,0.002,0.0,0.4899,0.0,0.0001,0.3993,0.1074
134_Scratch.png,134,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134_Scratch.png,134,Scratch,Seg → CLF,Center,False,1.0,0.9965,0.0035,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9965,0.9977,1.0,1.0
135_Scratch.png,135,Scratch,Best CNN + Aug,Edge-Loc,False,0.6434,0.0,0.6434,Edge-Loc(0.643),Donut(0.221),Near-full(0.069),0.0003,0.0479,0.0001,0.6434,0.0,0.0041,0.2208,0.0694
135_Scratch.png,135,Scratch,Best CNN,Donut,False,0.457,0.0,0.457,Donut(0.457),Near-full(0.392),Edge-Loc(0.148),0.0,0.0032,0.0,0.1476,0.0,0.0,0.457,0.3921
135_Scratch.png,135,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135_Scratch.png,135,Scratch,Seg → CLF,Center,False,1.0,0.999,0.001,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.999,0.9994,1.0,1.0
136_Scratch.png,136,Scratch,Best CNN + Aug,Near-full,False,0.4723,0.0,0.4723,Near-full(0.472),Edge-Loc(0.290),Donut(0.167),0.0001,0.0621,0.0002,0.2905,0.0,0.0008,0.1669,0.4723
136_Scratch.png,136,Scratch,Best CNN,Near-full,False,0.8403,0.0,0.8403,Near-full(0.840),Donut(0.117),Edge-Loc(0.033),0.0,0.0104,0.0,0.0326,0.0,0.0,0.1166,0.8403
136_Scratch.png,136,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136_Scratch.png,136,Scratch,Seg → CLF,Center,False,1.0,0.919,0.081,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.919,0.9985,1.0,1.0
137_Scratch.png,137,Scratch,Best CNN + Aug,Edge-Loc,False,0.537,0.0,0.537,Edge-Loc(0.537),Donut(0.382),Loc(0.038),0.0011,0.0381,0.0001,0.537,0.0,0.0224,0.3818,0.0166
137_Scratch.png,137,Scratch,Best CNN,Edge-Loc,False,0.6508,0.0,0.6508,Edge-Loc(0.651),Donut(0.347),Loc(0.002),0.0,0.0019,0.0,0.6508,0.0,0.0002,0.3467,0.0003
137_Scratch.png,137,Scratch,Fullstack,Edge-Loc,False,0.3971,0.1035,0.2936,Edge-Loc(0.397),Scratch(0.103),Center(0.025),0.0251,0.0132,0.0006,0.3971,0.1035,0.0111,0.0041,0.0015
137_Scratch.png,137,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138_Scratch.png,138,Scratch,Best CNN + Aug,Edge-Loc,False,0.8169,0.0,0.8169,Edge-Loc(0.817),Donut(0.102),Near-full(0.037),0.0009,0.0315,0.0,0.8169,0.0,0.0071,0.1018,0.0373
138_Scratch.png,138,Scratch,Best CNN,Edge-Loc,False,0.5851,0.0,0.5851,Edge-Loc(0.585),Donut(0.344),Near-full(0.070),0.0,0.0007,0.0,0.5851,0.0,0.0,0.3443,0.0697
138_Scratch.png,138,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138_Scratch.png,138,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,0.9995,1.0,1.0
139_Scratch.png,139,Scratch,Best CNN + Aug,Edge-Loc,False,0.8676,0.0,0.8676,Edge-Loc(0.868),Donut(0.085),Loc(0.022),0.0012,0.022,0.0,0.8676,0.0,0.0172,0.0851,0.0038
139_Scratch.png,139,Scratch,Best CNN,Donut,False,0.5379,0.0,0.5379,Donut(0.538),Edge-Loc(0.458),Loc(0.002),0.0002,0.0017,0.0,0.4578,0.0,0.0013,0.5379,0.0005
139_Scratch.png,139,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139_Scratch.png,139,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13_Center.png,13,Center,Best CNN + Aug,Edge-Loc,False,0.7261,0.0005,0.7256,Edge-Loc(0.726),Donut(0.120),Loc(0.024),0.0005,0.0238,0.0,0.7261,0.0001,0.023,0.1202,0.0096
13_Center.png,13,Center,Best CNN,Edge-Loc,False,0.6106,0.0001,0.6105,Edge-Loc(0.611),Donut(0.316),Loc(0.034),0.0001,0.0344,0.0,0.6106,0.0,0.0085,0.3163,0.0027
13_Center.png,13,Center,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Center.png,13,Center,Seg → CLF,Center,True,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140_Near-full.png,140,Near-full,Best CNN + Aug,Edge-Loc,False,0.792,0.144,0.648,Edge-Loc(0.792),Near-full(0.144),Donut(0.045),0.0002,0.015,0.0,0.792,0.0,0.0006,0.045,0.144
140_Near-full.png,140,Near-full,Best CNN,Edge-Loc,False,0.8728,0.0859,0.7869,Edge-Loc(0.873),Near-full(0.086),Donut(0.037),0.0005,0.0026,0.0,0.8728,0.0,0.0002,0.0373,0.0859
140_Near-full.png,140,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140_Near-full.png,140,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9987,0.6338,0.9873,1.0,1.0
141_Near-full.png,141,Near-full,Best CNN + Aug,Edge-Loc,False,0.8783,0.049,0.8293,Edge-Loc(0.878),Donut(0.057),Near-full(0.049),0.0007,0.0094,0.0,0.8783,0.0,0.0021,0.0569,0.049
141_Near-full.png,141,Near-full,Best CNN,Edge-Loc,False,0.9567,0.0136,0.9431,Edge-Loc(0.957),Donut(0.027),Near-full(0.014),0.0002,0.0019,0.0,0.9567,0.0,0.0001,0.0274,0.0136
141_Near-full.png,141,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141_Near-full.png,141,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9969,0.6458,0.9758,1.0,1.0
142_Near-full.png,142,Near-full,Best CNN + Aug,Edge-Loc,False,0.9049,0.0212,0.8837,Edge-Loc(0.905),Donut(0.056),Near-full(0.021),0.0011,0.007,0.0,0.9049,0.0,0.0068,0.0557,0.0212
142_Near-full.png,142,Near-full,Best CNN,Edge-Loc,False,0.9895,0.0035,0.986,Edge-Loc(0.990),Donut(0.006),Near-full(0.004),0.0001,0.0005,0.0,0.9895,0.0,0.0,0.0062,0.0035
142_Near-full.png,142,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142_Near-full.png,142,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9999,0.7468,0.9829,1.0,1.0
143_Near-full.png,143,Near-full,Best CNN + Aug,Edge-Loc,False,0.677,0.2238,0.4532,Edge-Loc(0.677),Near-full(0.224),Donut(0.070),0.0007,0.0232,0.0,0.677,0.0,0.0013,0.0698,0.2238
143_Near-full.png,143,Near-full,Best CNN,Edge-Loc,False,0.895,0.0609,0.8341,Edge-Loc(0.895),Near-full(0.061),Donut(0.038),0.0002,0.0057,0.0,0.895,0.0,0.0001,0.0378,0.0609
143_Near-full.png,143,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143_Near-full.png,143,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9995,1.0,0.9956,0.1825,0.9853,1.0,1.0
144_Near-full.png,144,Near-full,Best CNN + Aug,Edge-Loc,False,0.6215,0.2527,0.3688,Edge-Loc(0.622),Near-full(0.253),Donut(0.096),0.0005,0.0249,0.0,0.6215,0.0,0.0012,0.0956,0.2527
144_Near-full.png,144,Near-full,Best CNN,Edge-Loc,False,0.9517,0.0229,0.9288,Edge-Loc(0.952),Donut(0.023),Near-full(0.023),0.0002,0.0018,0.0,0.9517,0.0,0.0002,0.023,0.0229
144_Near-full.png,144,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144_Near-full.png,144,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9919,1.0,0.987,0.0367,0.9848,1.0,1.0
145_Near-full.png,145,Near-full,Best CNN + Aug,Edge-Loc,False,0.7985,0.1431,0.6554,Edge-Loc(0.798),Near-full(0.143),Donut(0.044),0.0009,0.0107,0.0,0.7985,0.0,0.0016,0.0436,0.1431
145_Near-full.png,145,Near-full,Best CNN,Edge-Loc,False,0.9735,0.0205,0.953,Edge-Loc(0.974),Near-full(0.021),Donut(0.004),0.0001,0.0023,0.0,0.9735,0.0,0.0,0.0035,0.0205
145_Near-full.png,145,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145_Near-full.png,145,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9999,1.0,0.9993,0.5802,0.9867,1.0,1.0
146_Near-full.png,146,Near-full,Best CNN + Aug,Edge-Loc,False,0.654,0.1457,0.5083,Edge-Loc(0.654),Donut(0.170),Near-full(0.146),0.0006,0.0219,0.0,0.654,0.0,0.0043,0.1703,0.1457
146_Near-full.png,146,Near-full,Best CNN,Donut,False,0.5228,0.0587,0.4641,Donut(0.523),Edge-Loc(0.407),Near-full(0.059),0.0019,0.0053,0.0,0.4069,0.0,0.0034,0.5228,0.0587
146_Near-full.png,146,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146_Near-full.png,146,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9973,1.0,0.9989,0.004,0.9813,1.0,1.0
147_Near-full.png,147,Near-full,Best CNN + Aug,Edge-Loc,False,0.7308,0.1627,0.5681,Edge-Loc(0.731),Near-full(0.163),Donut(0.086),0.0002,0.0153,0.0,0.7308,0.0,0.0009,0.086,0.1627
147_Near-full.png,147,Near-full,Best CNN,Edge-Loc,False,0.5224,0.251,0.2714,Edge-Loc(0.522),Near-full(0.251),Donut(0.221),0.0003,0.0045,0.0,0.5224,0.0,0.0004,0.2208,0.251
147_Near-full.png,147,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147_Near-full.png,147,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9636,1.0,0.9731,0.0315,0.9551,1.0,1.0
148_Near-full.png,148,Near-full,Best CNN + Aug,Edge-Loc,False,0.8788,0.0697,0.8091,Edge-Loc(0.879),Near-full(0.070),Donut(0.042),0.0005,0.0079,0.0,0.8788,0.0,0.001,0.0415,0.0697
148_Near-full.png,148,Near-full,Best CNN,Edge-Loc,False,0.9374,0.0574,0.88,Edge-Loc(0.937),Near-full(0.057),Donut(0.003),0.0,0.0018,0.0,0.9374,0.0,0.0,0.0034,0.0574
148_Near-full.png,148,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148_Near-full.png,148,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9952,0.5114,0.988,1.0,1.0
149_Near-full.png,149,Near-full,Best CNN + Aug,Near-full,True,0.5984,0.5984,-0.0,Near-full(0.598),Edge-Loc(0.284),Donut(0.082),0.0001,0.0304,0.0,0.284,0.0,0.0004,0.0819,0.5984
149_Near-full.png,149,Near-full,Best CNN,Edge-Loc,False,0.6822,0.1856,0.4966,Edge-Loc(0.682),Near-full(0.186),Donut(0.098),0.0005,0.0294,0.0,0.6822,0.0,0.0032,0.0978,0.1856
149_Near-full.png,149,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149_Near-full.png,149,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9986,1.0,0.9953,0.0902,0.9941,1.0,1.0
14_Center.png,14,Center,Best CNN + Aug,Edge-Loc,False,0.6942,0.0003,0.6939,Edge-Loc(0.694),Donut(0.148),Near-full(0.079),0.0003,0.0496,0.0001,0.6942,0.0,0.0031,0.1482,0.0792
14_Center.png,14,Center,Best CNN,Edge-Loc,False,0.663,0.0,0.663,Edge-Loc(0.663),Donut(0.253),Near-full(0.068),0.0,0.0053,0.0,0.663,0.0,0.0001,0.2534,0.0676
14_Center.png,14,Center,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14_Center.png,14,Center,Seg → CLF,Center,True,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,0.9993,1.0,1.0
150_Near-full.png,150,Near-full,Best CNN + Aug,Edge-Loc,False,0.5125,0.4354,0.0771,Edge-Loc(0.512),Near-full(0.435),Donut(0.044),0.0001,0.0066,0.0,0.5125,0.0,0.0001,0.0437,0.4354
150_Near-full.png,150,Near-full,Best CNN,Edge-Loc,False,0.9639,0.0276,0.9363,Edge-Loc(0.964),Near-full(0.028),Donut(0.007),0.0001,0.0015,0.0,0.9639,0.0,0.0,0.0069,0.0276
150_Near-full.png,150,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150_Near-full.png,150,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9996,0.7099,0.9903,1.0,1.0
151_Near-full.png,151,Near-full,Best CNN + Aug,Edge-Loc,False,0.806,0.1143,0.6917,Edge-Loc(0.806),Near-full(0.114),Donut(0.060),0.001,0.0128,0.0,0.806,0.0,0.0042,0.0597,0.1143
151_Near-full.png,151,Near-full,Best CNN,Edge-Loc,False,0.7043,0.2311,0.4732,Edge-Loc(0.704),Near-full(0.231),Donut(0.048),0.0003,0.0163,0.0,0.7043,0.0,0.0001,0.0478,0.2311
151_Near-full.png,151,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151_Near-full.png,151,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9991,0.6132,0.9842,1.0,1.0
152_Near-full.png,152,Near-full,Best CNN + Aug,Edge-Loc,False,0.8598,0.0776,0.7822,Edge-Loc(0.860),Near-full(0.078),Donut(0.041),0.0018,0.0136,0.0,0.8598,0.0,0.0045,0.041,0.0776
152_Near-full.png,152,Near-full,Best CNN,Edge-Loc,False,0.9877,0.0094,0.9783,Edge-Loc(0.988),Near-full(0.009),Donut(0.002),0.0001,0.001,0.0,0.9877,0.0,0.0,0.0017,0.0094
152_Near-full.png,152,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152_Near-full.png,152,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9995,0.5685,0.9906,1.0,1.0
153_Near-full.png,153,Near-full,Best CNN + Aug,Edge-Loc,False,0.9441,0.0082,0.9359,Edge-Loc(0.944),Donut(0.035),Near-full(0.008),0.0008,0.0051,0.0,0.9441,0.0,0.0053,0.0354,0.0082
153_Near-full.png,153,Near-full,Best CNN,Edge-Loc,False,0.9578,0.0171,0.9407,Edge-Loc(0.958),Donut(0.024),Near-full(0.017),0.0001,0.0011,0.0,0.9578,0.0,0.0,0.0238,0.0171
153_Near-full.png,153,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153_Near-full.png,153,Near-full,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9991,0.8002,0.9933,1.0,1.0
154_Near-full.png,154,Near-full,Best CNN + Aug,Edge-Loc,False,0.9162,0.0205,0.8957,Edge-Loc(0.916),Donut(0.040),Near-full(0.021),0.0009,0.0091,0.0,0.9162,0.0001,0.0077,0.0402,0.0205
154_Near-full.png,154,Near-full,Best CNN,Edge-Loc,False,0.9858,0.0032,0.9826,Edge-Loc(0.986),Donut(0.009),Near-full(0.003),0.0002,0.0009,0.0,0.9858,0.0,0.0001,0.0095,0.0032
154_Near-full.png,154,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154_Near-full.png,154,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9997,0.7363,0.9785,1.0,1.0
155_Near-full.png,155,Near-full,Best CNN + Aug,Edge-Loc,False,0.704,0.2381,0.4659,Edge-Loc(0.704),Near-full(0.238),Donut(0.045),0.0003,0.0101,0.0,0.704,0.0,0.0005,0.0453,0.2381
155_Near-full.png,155,Near-full,Best CNN,Edge-Loc,False,0.9724,0.0232,0.9492,Edge-Loc(0.972),Near-full(0.023),Donut(0.003),0.0001,0.0016,0.0,0.9724,0.0,0.0,0.0028,0.0232
155_Near-full.png,155,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155_Near-full.png,155,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9997,0.7694,0.9894,1.0,1.0
156_Near-full.png,156,Near-full,Best CNN + Aug,Near-full,True,0.5204,0.5204,-0.0,Near-full(0.520),Edge-Loc(0.271),Donut(0.148),0.0002,0.057,0.0001,0.2706,0.0,0.001,0.1476,0.5204
156_Near-full.png,156,Near-full,Best CNN,Near-full,True,0.6131,0.6131,-0.0,Near-full(0.613),Donut(0.166),Edge-Loc(0.162),0.0001,0.0591,0.0001,0.1618,0.0,0.0002,0.1655,0.6131
156_Near-full.png,156,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156_Near-full.png,156,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9998,0.7213,0.9928,1.0,1.0
157_Near-full.png,157,Near-full,Best CNN + Aug,Edge-Loc,False,0.464,0.384,0.08,Edge-Loc(0.464),Near-full(0.384),Donut(0.123),0.0002,0.0268,0.0,0.464,0.0,0.0007,0.1228,0.384
157_Near-full.png,157,Near-full,Best CNN,Edge-Loc,False,0.5267,0.0946,0.4321,Edge-Loc(0.527),Donut(0.375),Near-full(0.095),0.0011,0.0021,0.0,0.5267,0.0,0.0002,0.3749,0.0946
157_Near-full.png,157,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157_Near-full.png,157,Near-full,Seg → CLF,Edge-Ring,False,1.0,1.0,0.0,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9988,1.0,0.9968,0.0973,0.9891,1.0,1.0
158_Near-full.png,158,Near-full,Best CNN + Aug,Near-full,True,0.6198,0.6198,0.0,Near-full(0.620),Edge-Loc(0.273),Donut(0.088),0.0001,0.0174,0.0,0.273,0.0,0.0002,0.088,0.6198
158_Near-full.png,158,Near-full,Best CNN,Edge-Loc,False,0.8371,0.0674,0.7697,Edge-Loc(0.837),Donut(0.090),Near-full(0.067),0.0006,0.0039,0.0,0.8371,0.0,0.0005,0.0899,0.0674
158_Near-full.png,158,Near-full,Fullstack,Near-full,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
